Vendor Name,Vendor ID,OTP Sent,Response Time (ms),Error Rate,Date,Country Code,Phone Number,Day,Response Time (s),Success Rate,Time Period,Vendor Performance,Failover Mechanism,Primary Vendor Failure Rate,Delay Time (s),Backup Vendor Success Rate,Retry Attempts,Device Type,Location,Network Latency (ms),Adjusted Response Time,Adjusted Success Rate,Vendor Priority,Operator
Vendor C,401eccf9-2aa2-48b9-ae6e-d7bc8da56990,1,13245,0.120510648,1/5/2025,966,576802050,Sunday,13.245,0.751795741,0,Medium,Delivered,0.144612778,15.42612574,0.814958202,2,Mobile,Suburban,207,1.596163533,0.643076471,3,Virgin
Vendor B,1beaa853-a567-4f8e-88b0-3d1c8aa5c453,1,7495,0.155806196,1/14/2025,966,594743838,Tuesday,7.495,0.737677521,1,Medium,Delivered,0.243057666,8.729242161,0.814958202,1,Tablet,Suburban,298,1.167767441,0.558379345,2,Zain
Vendor A,6d7282af-a8a5-42bc-b3b4-19a43ea57210,0,9407,0.183514989,1/9/2025,966,583318935,Thursday,9.407,0.181648501,0,Low,Switch to Backup Vendor,0.220217987,10.95610154,0.814958202,2,Tablet,Urban,235,1.726325505,0.141646234,1,Zain
Vendor B,2e62dd81-9779-40d2-a984-ce388fbc3ed8,1,5553,0.093946038,1/15/2025,966,536032531,Wednesday,5.553,0.762421585,1,Medium,Delivered,0.146555819,6.467442524,0.814958202,2,Desktop,Suburban,471,0.521682349,0.650684265,2,STC
Vendor B,a2b9b088-f1f0-4b24-9186-a0869ec82690,1,1497,0.0821351,1/19/2025,966,542001891,Sunday,1.497,0.76714596,1,Medium,Delivered,0.128130757,1.743519081,0.814958202,0,Mobile,Urban,237,0.122956245,0.668850968,2,Mobily
Vendor C,d64c4989-d60c-4966-b95e-c2496b6fcf19,1,10636,0.132393145,1/8/2025,966,599878483,Wednesday,10.636,0.747042742,1,Medium,Delivered,0.206533307,12.38748761,0.814958202,1,Mobile,Rural,393,1.408133494,0.592753534,3,Zain
Vendor C,cf301d85-eccb-4514-b2b7-094c2e459b24,0,3142,0.123429492,1/20/2025,966,573733129,Monday,3.142,0.187657051,1,Low,Switch to Backup Vendor,0.192550008,3.659410123,0.814958202,2,Tablet,Urban,68,0.387815465,0.151523684,3,Virgin
Vendor A,16599cb8-1eb6-452b-a19d-e20e16e25a82,1,4120,0.114799787,1/7/2025,966,549923042,Tuesday,4.12,0.754080085,1,Medium,Delivered,0.179087668,4.798462669,0.814958202,0,Mobile,Urban,185,0.472975122,0.619033642,1,Mobily
Vendor B,f2c1a177-ce10-4c22-8aab-442ab14526be,1,9355,0.183126656,1/23/2025,966,596520756,Thursday,9.355,0.726749338,0,Medium,Delivered,0.219751987,10.89553841,0.814958202,2,Mobile,Suburban,104,1.713149863,0.567044727,2,Zain
Vendor A,a8fa5232-c98d-45f3-9e42-8b26057fe14c,0,13344,0.158249402,1/4/2025,966,561998396,Saturday,13.344,0.18417506,0,Low,Switch to Backup Vendor,0.189899282,15.54142861,0.814958202,1,Tablet,Urban,493,2.111680015,0.149200348,1,Mobily
Vendor A,471e3aab-ee73-40b9-a3ca-542d407c633d,0,2712,0.159537034,1/7/2025,966,535117104,Tuesday,2.712,0.184046297,1,Low,Switch to Backup Vendor,0.248877772,3.158599699,0.814958202,0,Desktop,Suburban,419,0.432664435,0.138241264,1,STC
Vendor B,65f6a7e2-0f52-4ea0-8fa8-378d545c36f0,0,13460,0.037809776,1/15/2025,966,581530494,Wednesday,13.46,0.196219022,0,Low,Switch to Backup Vendor,0.045371731,15.67653095,0.814958202,0,Tablet,Rural,482,0.508919587,0.187316226,2,Zain
Vendor C,5463ed90-b194-489d-b99b-146345b21835,0,3708,0.114421154,1/21/2025,966,574575794,Tuesday,3.708,0.188557885,1,Low,Switch to Backup Vendor,0.178497,4.318616402,0.814958202,0,Mobile,Urban,178,0.424273638,0.154900868,3,Virgin
Vendor B,f91c274c-45c7-4990-a745-55289a9541ab,1,2743,0.161953268,1/10/2025,966,566445999,Friday,2.743,0.735218693,1,Medium,Delivered,0.252647098,3.194704636,0.814958202,2,Mobile,Urban,61,0.444237814,0.549467824,2,Mobily
Vendor C,42847a6e-c86b-430c-9993-925cc5e2d28f,1,12328,0.07852328,1/2/2025,966,565719084,Thursday,12.328,0.768590688,0,Medium,Delivered,0.094227935,14.35811839,0.814958202,0,Mobile,Urban,239,0.96803499,0.696167974,3,Mobily
Vendor C,28694cac-d651-4e57-9619-8be267b212a1,0,1815,0.070085748,1/21/2025,966,582133052,Tuesday,1.815,0.192991425,0,Low,Switch to Backup Vendor,0.084102897,2.11388586,0.814958202,0,Desktop,Rural,464,0.127205632,0.176760287,3,Zain
Vendor C,6cb619d9-6b20-4a6e-b220-9d2942ccdf71,1,1732,0.149756951,1/10/2025,966,570034844,Friday,1.732,0.740097219,1,Medium,Delivered,0.233620844,2.017217802,0.814958202,2,Desktop,Rural,446,0.25937904,0.567195082,3,Virgin
Vendor B,031cf67c-765b-4a54-a152-38ae16d8e323,1,3973,0.14093306,1/27/2025,966,580621487,Monday,3.973,0.743626776,1,Medium,Delivered,0.219855573,4.627255384,0.814958202,0,Desktop,Suburban,200,0.559927047,0.580136285,2,Zain
Vendor C,325ff162-1e1e-4fa8-8859-587702611300,0,4675,0.07612815,1/24/2025,966,533174160,Friday,4.675,0.192387185,0,Low,Switch to Backup Vendor,0.09135378,5.444857519,0.814958202,2,Tablet,Rural,102,0.3558991,0.174811889,3,STC
Vendor C,9b215fd8-06a8-46b8-b5c2-37aa64950797,0,7202,0.037875058,1/10/2025,966,545025808,Friday,7.202,0.196212494,1,Low,Switch to Backup Vendor,0.059085091,8.387992267,0.814958202,2,Tablet,Rural,440,0.272776171,0.184619261,3,Mobily
Vendor B,34f46942-34ca-44e8-8e51-96f53a39da25,1,11199,0.096969726,1/8/2025,966,590837196,Wednesday,11.199,0.76121211,1,Medium,Delivered,0.151272772,13.04319986,0.814958202,2,Tablet,Suburban,210,1.085963957,0.646061444,2,Zain
Vendor C,d9ca0a71-5271-4b39-b88a-a8bb74cc9db1,0,1107,0.129869726,1/13/2025,966,503937858,Monday,1.107,0.187013027,0,Low,Switch to Backup Vendor,0.155843671,1.289295673,0.814958202,1,Desktop,Rural,492,0.143765786,0.157868231,3,STC
Vendor C,f16f00d3-af36-46bf-867d-8dfd444a9591,0,8365,0.01117755,1/21/2025,966,542195045,Tuesday,8.365,0.198882245,1,Low,Switch to Backup Vendor,0.017436978,9.742509764,0.814958202,1,Tablet,Rural,92,0.093500207,0.19541434,3,Mobily
Vendor A,2e26c2e4-5c32-4d2f-8cb6-af246717bd6d,0,10990,0.023703565,1/20/2025,966,550212082,Monday,10.99,0.197629644,1,Low,Switch to Backup Vendor,0.036977561,12.7997827,0.814958202,0,Mobile,Rural,254,0.260502179,0.190321781,1,STC
Vendor C,2a5d5a0f-188d-4ff5-9aec-34482a726456,0,8805,0.138275839,1/16/2025,966,587568333,Thursday,8.805,0.186172416,0,Low,Switch to Backup Vendor,0.165931006,10.25496694,0.814958202,0,Tablet,Suburban,139,1.21751876,0.15528064,3,Zain
Vendor A,2b942aae-d4fe-4e20-8304-9a407616b16d,0,4599,0.156207222,1/12/2025,966,598491659,Sunday,4.599,0.184379278,1,Low,Switch to Backup Vendor,0.243683267,5.356342188,0.814958202,2,Mobile,Suburban,333,0.718397016,0.139449133,1,Zain
Vendor A,317c7dbd-5ee0-4da2-9d9e-57c319d0931e,0,13768,0.029944396,1/25/2025,966,552695148,Saturday,13.768,0.19700556,1,Low,Switch to Backup Vendor,0.046713258,16.03525098,0.814958202,1,Mobile,Suburban,85,0.41227445,0.187802789,1,STC
Vendor A,8e1c3047-968e-438d-8f1d-d8807eb468c0,0,5997,0.03119729,1/28/2025,966,502769958,Tuesday,5.997,0.196880271,1,Low,Switch to Backup Vendor,0.048667772,6.984558404,0.814958202,2,Mobile,Rural,330,0.187090148,0.187298547,1,STC
Vendor A,6ff6c796-6810-425a-a0ca-0047e09e083b,1,11744,0.134499975,1/24/2025,966,545344289,Friday,11.744,0.74620001,1,Medium,Delivered,0.209819961,13.67794796,0.814958202,1,Tablet,Urban,312,1.579567706,0.589632353,1,Mobily
Vendor A,118bcbf2-dd25-476e-9115-7159ecd5b483,1,14623,0.105807391,1/18/2025,966,571966199,Saturday,14.623,0.757677044,1,Medium,Delivered,0.16505953,17.03104845,0.814958202,1,Tablet,Urban,171,1.547221481,0.632615227,1,Virgin
Vendor C,4af22c1e-d889-46ea-a00d-625e41c11da2,0,14334,0.124264148,1/8/2025,966,532473092,Wednesday,14.334,0.187573585,0,Low,Switch to Backup Vendor,0.149116978,16.69445726,0.814958202,2,Desktop,Urban,363,1.781202301,0.159603179,3,STC
Vendor C,6a396477-d9ad-48c4-8f10-c1d83a2d0271,0,7975,0.040655663,1/8/2025,966,538397830,Wednesday,7.975,0.195934434,1,Low,Switch to Backup Vendor,0.063422835,9.288286356,0.814958202,2,Mobile,Suburban,278,0.324228915,0.183507716,3,STC
Vendor A,de6dedce-24c9-4b66-85d3-e8332c49cf9d,0,5624,0.133462346,1/21/2025,966,567847275,Tuesday,5.624,0.186653765,0,Low,Switch to Backup Vendor,0.160154815,6.550134478,0.814958202,0,Mobile,Urban,413,0.750592233,0.156760266,1,Mobily
Vendor C,f5d22c45-8853-48f9-9c29-ceb73a9f9f24,0,8468,0.12963672,1/25/2025,966,534990056,Saturday,8.468,0.187036328,0,Low,Switch to Backup Vendor,0.155564064,9.86247133,0.814958202,1,Tablet,Urban,194,1.097763743,0.157940197,3,STC
Vendor A,e0c71cfc-c0a4-43a2-a4dc-565bf753188f,1,8594,0.015507789,1/10/2025,966,574482087,Friday,8.594,0.793796884,0,Medium,Delivered,0.018609347,10.00922043,0.814958202,0,Mobile,Urban,178,0.133273941,0.779024842,1,Virgin
Vendor B,a627be70-ef16-4a07-a2b2-9f88b7931d3e,1,9576,0.194068064,1/15/2025,966,546365715,Wednesday,9.576,0.722372775,0,Medium,Delivered,0.232881676,11.15293168,0.814958202,0,Tablet,Suburban,67,1.858395777,0.554145392,2,Mobily
Vendor C,e88ca993-4c6b-4731-83ea-e17140d0b6c8,0,3186,0.159121451,1/28/2025,966,570027835,Tuesday,3.186,0.184087855,0,Low,Switch to Backup Vendor,0.190945741,3.710655841,0.814958202,2,Mobile,Rural,450,0.506960942,0.148937063,3,Virgin
Vendor B,d47d39fa-ce97-4da5-bcc7-ddd8222b3370,0,10106,0.053501575,1/7/2025,966,575002135,Tuesday,10.106,0.194649842,1,Low,Switch to Backup Vendor,0.083462458,11.77020964,0.814958202,0,Desktop,Urban,124,0.540686921,0.178403888,2,Virgin
Vendor A,0ad9f545-b396-4f23-8d94-99e330dd9649,1,7387,0.175260689,1/24/2025,966,575829739,Friday,7.387,0.729895724,1,Medium,Delivered,0.273406675,8.603457217,0.814958202,2,Mobile,Urban,274,1.29465071,0.530337361,1,Virgin
Vendor A,0e11f716-f208-4b30-accf-88900de452a2,0,7728,0.168764224,1/26/2025,966,560469253,Sunday,7.728,0.183123578,0,Low,Switch to Backup Vendor,0.202517069,9.000611531,0.814958202,0,Mobile,Urban,493,1.304209925,0.146037927,1,Mobily
Vendor C,cd8b8131-9d48-4b95-8ed5-7ac87375c0f6,0,1432,0.078006453,1/22/2025,966,574547108,Wednesday,1.432,0.192199355,1,Low,Switch to Backup Vendor,0.121690067,1.66781518,0.814958202,2,Desktop,Urban,170,0.111705241,0.168810602,3,Virgin
Vendor B,efbbeb98-0c03-47d3-a147-1d7fac127d3e,1,3138,0.018902244,1/27/2025,966,591106381,Monday,3.138,0.792439103,1,Medium,Delivered,0.0294875,3.654751421,0.814958202,1,Tablet,Suburban,243,0.059315241,0.769072054,2,Zain
Vendor C,340dbd9c-f852-430c-964e-de1adb060b40,0,13981,0.120490664,1/7/2025,966,547749320,Tuesday,13.981,0.187950934,1,Low,Switch to Backup Vendor,0.187965436,16.28332684,0.814958202,1,Mobile,Suburban,155,1.684579974,0.152622654,3,Mobily
Vendor B,cb369bca-101c-4012-a888-837efe1a8b0c,1,6989,0.167222894,1/8/2025,966,536418633,Wednesday,6.989,0.733110842,0,Medium,Delivered,0.200667473,8.139916406,0.814958202,0,Mobile,Urban,233,1.168720805,0.585999343,2,STC
Vendor C,a5051e34-be6f-4df3-bcee-7cb9a5c74e2d,1,3957,0.04872324,1/1/2025,966,549389219,Wednesday,3.957,0.780510704,0,Medium,Delivered,0.058467888,4.608620578,0.814958202,0,Tablet,Rural,186,0.19279786,0.734875892,3,Mobily
Vendor C,53f69397-1a93-4f4a-84ae-946826ac2596,0,2599,0.062846642,1/11/2025,966,582073701,Saturday,2.599,0.193715336,1,Low,Switch to Backup Vendor,0.098040762,3.026991378,0.814958202,2,Desktop,Suburban,407,0.163338424,0.174723337,3,Zain
Vendor B,41622695-1331-4232-9eb2-2367f44b384d,0,7196,0.179905334,1/13/2025,966,539202583,Monday,7.196,0.182009467,0,Low,Switch to Backup Vendor,0.215886401,8.381004215,0.814958202,2,Mobile,Suburban,344,1.294598783,0.142716098,2,STC
Vendor C,1a926a67-35d0-4a46-81fb-9664d2d20036,1,1073,0.189673865,1/14/2025,966,563657803,Tuesday,1.073,0.724130454,0,Medium,Delivered,0.227608638,1.24969671,0.814958202,2,Desktop,Suburban,105,0.203520057,0.559312108,3,Mobily
Vendor B,7d1c2727-64a2-4f39-81b3-ba1ebf8a69c5,0,1656,0.199114585,1/3/2025,966,534100468,Friday,1.656,0.180088541,0,Low,Switch to Backup Vendor,0.238937502,1.928702471,0.814958202,1,Desktop,Suburban,65,0.329733753,0.137058635,2,STC
Vendor B,7e08e77d-83bd-4756-9ff5-3edd8dd9fcc7,0,6829,0.042678776,1/16/2025,966,574860948,Thursday,6.829,0.195732122,0,Low,Switch to Backup Vendor,0.051214531,7.953568341,0.814958202,1,Mobile,Suburban,401,0.291453359,0.185707794,2,Virgin
Vendor C,3ef383c0-bc25-47bf-87ab-d333105a93d3,0,8156,0.068772494,1/22/2025,966,543143219,Wednesday,8.156,0.193122751,1,Low,Switch to Backup Vendor,0.10728509,9.499092604,0.814958202,1,Tablet,Urban,201,0.560908459,0.172403559,3,Mobily
Vendor B,230f16e1-287a-474b-a879-8d6c1fb4a447,0,10303,0.034148469,1/12/2025,966,597769177,Sunday,10.303,0.196585153,0,Low,Switch to Backup Vendor,0.040978163,11.9996507,0.814958202,2,Mobile,Suburban,192,0.351831674,0.188529455,2,Zain
Vendor B,8c9c6a12-8e8e-46e1-b1a8-804863ff5fbc,1,8991,0.061492512,1/21/2025,966,569643009,Tuesday,8.991,0.775402995,0,Medium,Delivered,0.073791015,10.47159657,0.814958202,0,Tablet,Suburban,287,0.552879178,0.718185221,2,Mobily
Vendor B,ab43170c-b9dd-4275-8705-4324560dfb6c,0,8891,0.098444986,1/17/2025,966,541679007,Friday,8.891,0.190155501,0,Low,Switch to Backup Vendor,0.118133984,10.35512903,0.814958202,1,Desktop,Urban,423,0.875274374,0.167691674,2,Mobily
Vendor C,60755db2-d29a-492c-83ee-43258e396122,0,14030,0.13491399,1/18/2025,966,578363650,Saturday,14.03,0.186508601,0,Low,Switch to Backup Vendor,0.161896788,16.34039593,0.814958202,1,Mobile,Suburban,298,1.892843274,0.156313458,3,Virgin
Vendor A,4dd42fd8-ec07-4a48-8e27-ba434e0938b7,1,3024,0.051658668,1/23/2025,966,575826741,Thursday,3.024,0.779336533,1,Medium,Delivered,0.080587522,3.521978425,0.814958202,2,Mobile,Suburban,499,0.156215812,0.716531733,1,Virgin
Vendor B,be8a4483-dd73-448e-a742-3d53de9eac03,1,4111,0.180550224,1/8/2025,966,541791677,Wednesday,4.111,0.72777991,0,Medium,Delivered,0.216660269,4.78798059,0.814958202,0,Desktop,Suburban,75,0.74224197,0.57009892,2,Mobily
Vendor C,0ef3afad-51c5-40c6-8262-5553e1b2cbd1,1,11241,0.027444455,1/22/2025,966,591229800,Wednesday,11.241,0.789022218,0,Medium,Delivered,0.032933345,13.09211623,0.814958202,1,Tablet,Rural,265,0.308503114,0.763037077,3,Zain
Vendor C,2887d970-f706-4537-970b-c0972a97e1f0,1,13016,0.041146692,1/9/2025,966,530266144,Thursday,13.016,0.783541323,0,Medium,Delivered,0.049376031,15.15941507,0.814958202,2,Desktop,Urban,494,0.535565348,0.744853162,3,STC
Vendor B,cd100d23-560e-436a-bf83-2d6dce658a84,0,3424,0.109649846,1/23/2025,966,555154611,Thursday,3.424,0.189035015,0,Low,Switch to Backup Vendor,0.131579815,3.987848587,0.814958202,0,Mobile,Urban,427,0.375441073,0.164161823,2,STC
Vendor B,c9a893a3-8959-49d8-b03b-30e7449a9dda,0,9923,0.06241247,1/8/2025,966,597681284,Wednesday,9.923,0.193758753,1,Low,Switch to Backup Vendor,0.097363454,11.55707404,0.814958202,2,Desktop,Suburban,357,0.619318942,0.174893732,2,Zain
Vendor A,93a47255-d756-41e8-b346-119fd0875acb,0,10148,0.178217947,1/28/2025,966,504808963,Tuesday,10.148,0.182178205,0,Low,Switch to Backup Vendor,0.213861537,11.81912601,0.814958202,1,Mobile,Rural,437,1.808555731,0.143217294,1,STC
Vendor B,74dcb9bb-3f52-4c34-9604-c4d6a0045413,0,5254,0.143261442,1/4/2025,966,532565556,Saturday,5.254,0.185673856,1,Low,Switch to Backup Vendor,0.223487849,6.119204578,0.814958202,2,Mobile,Rural,398,0.752695615,0.144178005,2,STC
Vendor A,b4cf729e-9dd2-4acb-8af9-80e3c06d0def,0,13042,0.121217868,1/4/2025,966,574958748,Saturday,13.042,0.187878213,0,Low,Switch to Backup Vendor,0.145461441,15.18969663,0.814958202,2,Mobile,Rural,110,1.580923429,0.160549178,1,Virgin
Vendor A,895aa698-29ed-44fd-8d07-46d75a31b5f4,0,4469,0.029657091,1/28/2025,966,554473430,Tuesday,4.469,0.197034291,0,Low,Switch to Backup Vendor,0.035588509,5.204934385,0.814958202,2,Mobile,Urban,456,0.132537539,0.190022134,1,STC
Vendor B,fd7bfd09-049b-46e1-8482-313872524018,0,7628,0.026458502,1/14/2025,966,554839531,Tuesday,7.628,0.19735415,1,Low,Switch to Backup Vendor,0.041275264,8.88414399,0.814958202,2,Desktop,Rural,399,0.201825457,0.189208305,2,STC
Vendor B,da43fc9a-77bf-41ec-b8ed-7da8d039871a,1,4206,0.194901551,1/3/2025,966,579159740,Friday,4.206,0.722039379,0,Medium,Delivered,0.233881862,4.898624754,0.814958202,1,Tablet,Rural,462,0.819755925,0.553167465,2,Virgin
Vendor C,6d9ee68d-e78c-4ae3-922c-ced896c16705,1,11386,0.09345578,1/4/2025,966,590920982,Saturday,11.386,0.762617688,0,Medium,Delivered,0.112146937,13.26099416,0.814958202,1,Mobile,Urban,148,1.064087517,0.67709245,3,Zain
Vendor B,1828e048-d1ef-473c-96ce-a01c8476441f,0,3531,0.014658466,1/25/2025,966,558268707,Saturday,3.531,0.198534153,0,Low,Switch to Backup Vendor,0.01759016,4.112468855,0.814958202,2,Desktop,Rural,214,0.051759045,0.195041906,2,STC
Vendor B,ff8e5b82-2736-4f34-98bd-0802e7a18f56,1,6135,0.106674814,1/23/2025,966,543945957,Thursday,6.135,0.757330074,0,Medium,Delivered,0.128009777,7.14528361,0.814958202,0,Desktop,Suburban,205,0.654449983,0.660384421,2,Mobily
Vendor A,d2402121-90ed-495e-8ba6-0dcea197a162,0,4490,0.058215636,1/4/2025,966,573437742,Saturday,4.49,0.194178436,1,Low,Switch to Backup Vendor,0.090816392,5.229392569,0.814958202,2,Mobile,Urban,198,0.261388206,0.176543851,1,Virgin
Vendor A,bd266f66-5a86-4eb7-b022-f4b9ccae3edf,1,5884,0.066482505,1/15/2025,966,545771989,Wednesday,5.884,0.773406998,0,Medium,Delivered,0.079779006,6.852950084,0.814958202,2,Mobile,Urban,422,0.39118306,0.711705356,1,Mobily
Vendor A,8393e371-ee00-4623-9ddb-ab7ffa35ea1a,1,14322,0.176474558,1/4/2025,966,573625061,Saturday,14.322,0.729410177,1,Medium,Delivered,0.275300311,16.68048115,0.814958202,0,Tablet,Rural,270,2.52746862,0.528603329,1,Virgin
Vendor C,ee3fe32f-fb4f-46b7-8bca-7a60022dd3ae,0,12477,0.0317554,1/16/2025,966,574709420,Thursday,12.477,0.19682446,0,Low,Switch to Backup Vendor,0.038106479,14.53165503,0.814958202,1,Tablet,Suburban,167,0.39621212,0.189324173,3,Virgin
Vendor C,1db7ad6e-b3fb-4699-9eea-dbe6f0bb3693,1,14348,0.157680005,1/17/2025,966,543707830,Friday,14.348,0.736927998,0,Medium,Delivered,0.189216006,16.71076271,0.814958202,0,Mobile,Rural,190,2.26239271,0.597489426,3,Mobily
Vendor A,52004df3-4e8d-4cd4-83bc-194f1412ddad,0,1071,0.159122993,1/16/2025,966,563466012,Thursday,1.071,0.184087701,1,Low,Switch to Backup Vendor,0.248231869,1.247367359,0.814958202,1,Tablet,Urban,254,0.170420725,0.138391267,1,Mobily
Vendor B,54eb99f7-7e76-4399-be72-3b56e2e36e7f,0,7157,0.073960083,1/11/2025,966,549464249,Saturday,7.157,0.192603992,0,Low,Switch to Backup Vendor,0.088752099,8.335581874,0.814958202,1,Tablet,Urban,61,0.529332313,0.175509983,2,Mobily
Vendor B,333c1630-291b-4955-862a-b0e2ce943580,0,12328,0.024860168,1/9/2025,966,575329898,Thursday,12.328,0.197513983,1,Low,Switch to Backup Vendor,0.038781863,14.35811839,0.814958202,2,Mobile,Urban,345,0.306476157,0.189854023,2,Virgin
Vendor B,25ebe0f5-5605-4473-819b-44a805c3aab5,0,14299,0.152240187,1/21/2025,966,541517167,Tuesday,14.299,0.184775981,1,Low,Switch to Backup Vendor,0.237494691,16.65369362,0.814958202,0,Mobile,Rural,185,2.176882432,0.140892667,2,Mobily
Vendor A,fa06bc2a-c716-4ae2-9722-76da7ba62073,0,12308,0.046157065,1/25/2025,966,593546563,Saturday,12.308,0.195384294,0,Low,Switch to Backup Vendor,0.055388478,14.33482489,0.814958202,2,Tablet,Suburban,385,0.568101154,0.184562255,1,Zain
Vendor B,c1062833-b844-481b-beb1-2485fc92af27,0,6932,0.142091561,1/17/2025,966,575024131,Friday,6.932,0.185790844,0,Low,Switch to Backup Vendor,0.170509873,8.073529908,0.814958202,2,Tablet,Urban,194,0.9849787,0.154111671,2,Virgin
Vendor A,c4a977d3-a981-4e73-8317-66d60fc92e5b,1,10640,0.069709752,1/10/2025,966,508078786,Friday,10.64,0.772116099,0,Medium,Delivered,0.083651702,12.39214631,0.814958202,0,Tablet,Suburban,137,0.741711758,0.707527273,1,STC
Vendor A,f7a964cd-d3ab-427c-b17c-214cbcdf23ac,0,8695,0.061382076,1/22/2025,966,588948116,Wednesday,8.695,0.193861792,0,Low,Switch to Backup Vendor,0.073658491,10.12685265,0.814958202,0,Desktop,Suburban,292,0.533717152,0.179582225,1,Zain
Vendor A,667d94ed-46a7-42bb-8abb-7d1599701540,0,14413,0.135129666,1/12/2025,966,571412967,Sunday,14.413,0.186487033,0,Low,Switch to Backup Vendor,0.162155599,16.78646661,0.814958202,1,Desktop,Urban,486,1.947623877,0.156247117,1,Virgin
Vendor C,9eb5f36d-4b12-40d2-adae-295556591c65,1,2219,0.1787739,1/3/2025,966,550865440,Friday,2.219,0.72849044,1,Medium,Delivered,0.278887284,2.584414724,0.814958202,0,Desktop,Rural,188,0.396699284,0.52532372,3,STC
Vendor B,f2502374-5bb2-4670-89b9-9af934954ba5,1,6792,0.06640727,1/9/2025,966,596400927,Thursday,6.792,0.773437092,0,Medium,Delivered,0.079688723,7.910475351,0.814958202,1,Tablet,Urban,68,0.451038175,0.711802878,2,Zain
Vendor B,85b85058-b470-4389-8e31-06983c32bb20,0,11395,0.05421091,1/23/2025,966,541747046,Thursday,11.395,0.194578909,1,Low,Switch to Backup Vendor,0.08456902,13.27147624,0.814958202,1,Tablet,Rural,279,0.617733324,0.178123561,2,Mobily
Vendor C,bd87e52b-f261-41e6-8f64-74103dd6f874,1,8542,0.173646304,1/14/2025,966,561480857,Tuesday,8.542,0.730541478,1,Medium,Delivered,0.270888235,9.94865731,0.814958202,0,Tablet,Urban,496,1.483286731,0.532646387,3,Mobily
Vendor B,6e52fa5e-0d9d-48cc-97b8-f333730e9b9b,0,12641,0.13994039,1/23/2025,966,579276035,Thursday,12.641,0.186005961,0,Low,Switch to Backup Vendor,0.167928468,14.7226618,0.814958202,1,Tablet,Urban,356,1.768986466,0.154770265,2,Virgin
Vendor C,6e246542-c3cb-4e29-ba2b-59adc57f2192,1,7307,0.027946362,1/8/2025,966,581220076,Wednesday,7.307,0.788821455,0,Medium,Delivered,0.033535634,8.510283185,0.814958202,2,Desktop,Urban,169,0.204204067,0.762367827,3,Zain
Vendor A,af6826cb-95e5-451f-9d2b-58fa445e2049,1,10735,0.087734313,1/19/2025,966,574033090,Sunday,10.735,0.764906275,1,Medium,Delivered,0.136865529,12.50279047,0.814958202,1,Desktop,Suburban,194,0.941827854,0.660216973,1,Virgin
Vendor B,2d66ab9f-4fe1-47ab-8b22-66397fef86c6,0,3451,0.087260791,1/27/2025,966,534925757,Monday,3.451,0.191273921,0,Low,Switch to Backup Vendor,0.104712949,4.019294823,0.814958202,0,Desktop,Urban,164,0.301136988,0.171245065,2,STC
Vendor C,66ce4d18-69ce-461f-ac48-38a3e4efb063,0,12477,0.182983411,1/25/2025,966,500342895,Saturday,12.477,0.181701659,1,Low,Switch to Backup Vendor,0.285454122,14.53165503,0.814958202,1,Desktop,Suburban,234,2.283084023,0.129834171,3,STC
Vendor B,ecedf788-8571-48d3-8a66-d178773799ea,0,5960,0.165420414,1/9/2025,966,578872382,Thursday,5.96,0.183457959,0,Low,Switch to Backup Vendor,0.198504497,6.941465414,0.814958202,1,Desktop,Urban,375,0.985905668,0.147040729,2,Virgin
Vendor A,05d4f874-cf42-4a59-a274-0369a42abd98,1,8217,0.037711041,1/13/2025,966,530897466,Monday,8.217,0.784915584,0,Medium,Delivered,0.045253249,9.570137804,0.814958202,2,Tablet,Urban,267,0.309871623,0.749395603,1,STC
Vendor B,b01074cf-947e-4196-b9a6-4a3c278ed7ad,1,7883,0.185424533,1/12/2025,966,577019709,Sunday,7.883,0.725830187,0,Medium,Delivered,0.222509439,9.181136218,0.814958202,0,Desktop,Urban,64,1.461701591,0.564326119,2,Virgin
Vendor C,54618da3-d3c0-4590-b106-cafb27c1874f,1,7026,0.032725821,1/19/2025,966,583640975,Sunday,7.026,0.786909671,0,Medium,Delivered,0.039270986,8.183009396,0.814958202,2,Mobile,Suburban,258,0.229931621,0.756006953,3,Zain
Vendor B,ba7bdad2-da81-454b-9d44-8dd6dddcb68e,1,6969,0.054079332,1/17/2025,966,572160391,Friday,6.969,0.778368267,1,Medium,Delivered,0.084363758,8.116622898,0.814958202,1,Desktop,Rural,449,0.376878864,0.712702195,2,Virgin
Vendor A,abd78c43-96e3-44ec-892f-f2e0d26e0bcb,1,12036,0.105645858,1/14/2025,966,566602785,Tuesday,12.036,0.757741657,0,Medium,Delivered,0.12677503,14.01803318,0.814958202,2,Mobile,Suburban,206,1.271553552,0.661678935,1,Mobily
Vendor B,ce6feb4b-94bb-41cb-a486-e29ed224f45d,1,11623,0.199667515,1/21/2025,966,568320275,Tuesday,11.623,0.720132994,0,Medium,Delivered,0.239601018,13.53702223,0.814958202,2,Desktop,Urban,392,2.320735527,0.547588395,2,Mobily
Vendor B,d6302e5c-16a8-495b-aec0-6427be3fe00f,1,6066,0.060601985,1/7/2025,966,592475339,Tuesday,6.066,0.775759206,0,Medium,Delivered,0.072722382,7.064921007,0.814958202,0,Mobile,Rural,435,0.367611642,0.719344149,2,Zain
